Calculus,Analytic Geometry And Algebra,Descriptive Statistics,Introduction To Algorithms,Generative Ai,Probability Theory,Discrete Math,Python,Introduction to Low Code,Applied Statistics,C Programming,Computer Science,Physics,Management,Numerical Methods,Logic,Information Theory,Architecture,Algorithms,C Sharp,Systems,Math For CS,Computer Networks,Human Computer Interaction,Machine Learning,Complexity,Databases,OOP,Data Structures,Systems Programming,Parallel Programming,Functional Programming,Probability And Statistics,Graph Theory,Theory Of Automata,Computer Graphics,Advanced Functional Programming % Abstract Data Type,Signal Processing,Software Engineering,Computer Security,Databases 2,Artificial Intelligence,Job_Title
1,2,5,1,1,5,1,1,1,4,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,Statistical Assistant
2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,Product Design Intern
1,1,2,1,1,2,2,5,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,4,2,2,2,1,1,2,2,2,2,1,2,1,1,QA Automation Engineer (Entry-Level)
1,2,1,2,1,2,1,5,1,2,2,2,2,1,1,2,1,2,2,1,5,2,2,1,2,2,5,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,Big Data Engineer
1,2,2,2,2,1,2,1,2,2,5,2,2,1,2,1,5,2,1,2,2,5,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,Digital Signal Processing (DSP) Engineer
2,2,1,2,1,1,2,1,1,2,5,2,2,1,2,2,4,5,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,ASIC Design Engineer
2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,5,1,5,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,Linux Support Technician
2,2,1,4,5,1,1,5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,AI Assistant Developer
2,1,5,1,2,2,2,4,4,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,Data Quality Analyst
1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,5,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,UI/UX Designer
1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,5,1,5,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,Linux Support Technician
2,2,2,1,1,1,1,1,4,2,1,2,1,5,1,2,3,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,Technical Product Coordinator
2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,5,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,UI/UX Designer
2,2,1,2,1,2,1,1,1,1,5,2,1,2,1,1,2,4,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,C Programming
2,1,5,1,2,2,1,4,4,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,Data Quality Analyst
1,1,2,5,2,1,4,5,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,Junior Python Developer
1,1,5,2,1,5,2,1,1,5,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,Applied Statistics Specialist
2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2,1,1,1,2,2,2,1,1,5,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,Junior Database Administrator
2,2,2,4,5,2,1,5,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,AI Assistant Developer
2,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,5,1,5,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,Network Technician
2,2,2,2,2,1,1,2,2,2,5,1,2,1,2,1,1,1,1,2,5,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,Device Driver Engineer
1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,5,1,5,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,Network Technician
2,1,1,2,2,2,1,5,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,5,2,1,2,4,2,2,1,2,2,1,1,2,1,2,1,1,2,ML Model Testing Intern
4,1,5,1,1,5,1,5,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,Data Analyst
2,2,2,2,2,2,1,5,2,2,2,1,2,1,1,2,2,1,2,1,5,1,2,2,1,1,5,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,Big Data Engineer
2,1,5,1,1,1,1,1,1,5,2,1,2,1,4,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,Junior Statistical Analyst
2,2,1,2,1,1,1,1,4,2,2,1,1,5,2,2,3,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,Technical Product Coordinator
1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,4,2,2,2,5,2,5,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,Cybersecurity Analyst / SOC Analyst
1,2,2,2,5,2,1,5,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,5,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,AI Engineer / NLP Engineer
1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,5,2,1,2,1,1,1,2,1,5,5,1,1,2,2,2,1,1,2,1,2,1,1,2,Backend Developer Intern
2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,5,2,5,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,Linux Support Technician
2,1,2,2,1,2,2,5,2,5,2,1,1,4,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,Data Processing Specialist
2,1,5,1,2,5,2,4,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,Insurance Data Assistant
1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,5,2,1,2,2,1,1,5,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,Graph Algorithms Engineer
2,2,1,1,1,2,1,5,2,1,2,2,1,2,1,2,1,2,1,1,5,2,2,2,2,1,5,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,Big Data Engineer
2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,5,5,1,2,2,5,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,High-Performance Computing (HPC) Engineer
1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,5,1,2,1,1,1,4,4,1,1,2,2,2,1,1,1,2,1,1,2,1,1,DevOps Intern
1,1,5,2,1,5,1,1,1,5,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,Applied Statistics Specialist
2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,5,2,5,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,Linux Support Technician
1,2,2,2,1,1,1,5,2,2,2,1,2,2,2,2,2,2,2,1,5,1,2,1,1,1,5,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,Big Data Engineer
1,1,2,1,2,2,2,2,1,1,5,2,1,1,1,1,1,4,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,C Programming
2,1,1,1,5,2,1,5,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,5,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,AI Engineer / NLP Engineer
2,1,1,1,2,1,1,5,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,5,1,2,1,4,1,2,2,1,1,2,1,1,1,1,1,1,2,ML Model Testing Intern
2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,5,2,5,1,2,2,1,2,1,1,2,1,2,2,1,2,Data Management Assistant
1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,5,2,4,1,2,1,2,4,2,2,1,1,2,2,1,1,1,2,2,1,1,2,Cloud Engineering Intern
1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,4,1,2,1,5,2,5,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,Cybersecurity Analyst / SOC Analyst
1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,5,1,2,2,2,2,1,1,1,5,5,1,1,1,2,1,2,1,2,2,2,2,2,2,Backend Developer Intern
1,2,1,2,1,1,2,2,2,1,5,2,1,2,1,1,2,5,2,2,5,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,Operating Systems Developer
1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,5,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,Product Design Intern
1,1,1,2,1,2,2,1,1,2,5,1,2,2,2,2,2,5,1,2,5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,Operating Systems Developer
1,2,1,2,1,1,2,1,1,2,5,1,2,1,2,2,2,5,1,1,5,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,Kernel / Systems Programmer
1,1,5,1,1,2,2,4,4,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,Data Quality Analyst
2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,5,2,2,2,5,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,Distributed Systems Engineer
2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,5,1,5,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,Linux Support Technician
2,2,2,2,2,1,1,2,2,1,5,2,2,1,2,1,1,5,1,1,5,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,Operating Systems Developer
2,2,2,1,1,1,1,4,1,1,1,1,2,5,2,2,3,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,Junior Technical Consultant
2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,5,1,5,1,1,1,2,2,5,1,1,1,2,2,1,1,2,1,1,2,2,1,1,Rendering Engineer
2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,4,1,4,1,1,1,2,1,5,1,2,1,2,1,2,2,2,2,1,2,2,1,1,Graphics Programmer
5,5,4,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,Research Assistant
1,1,2,1,1,1,2,2,2,2,5,2,2,1,1,1,2,1,2,1,5,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,Device Driver Engineer
1,1,2,4,5,1,1,4,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,AI Assistant Developer
2,2,5,2,1,5,1,1,1,4,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,Statistical Assistant
2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,5,1,5,1,1,2,1,4,1,1,1,2,2,2,1,2,2,2,2,2,2,1,Cloud Engineering Intern
2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,5,1,5,2,2,1,1,4,2,1,1,1,2,1,1,2,2,2,1,1,2,2,Cloud Engineering Intern
2,2,1,2,1,2,1,2,2,2,5,1,2,1,1,2,1,5,1,2,5,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,Kernel / Systems Programmer
1,1,2,2,1,5,1,2,1,5,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,Biostatistics Assistant
1,2,2,1,2,2,2,2,1,1,5,1,2,1,2,2,2,4,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,C Programming
1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,5,5,1,1,2,5,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,High-Performance Computing (HPC) Engineer
2,2,2,5,1,1,4,4,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,Software Engineering Intern
1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,5,2,5,1,2,2,2,2,1,2,1,2,1,1,1,1,Data Management Assistant
1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,5,5,2,1,2,5,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,High-Performance Computing (HPC) Engineer
1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,4,1,2,1,5,1,5,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,Cybersecurity Analyst / SOC Analyst
1,1,2,2,2,2,1,2,1,1,5,1,2,2,2,2,2,1,2,2,5,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,Device Driver Engineer
2,1,5,1,2,5,2,2,1,5,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,Applied Statistics Specialist
1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,5,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,Product Design Intern
2,2,2,2,2,2,2,1,1,1,5,1,1,1,1,1,5,2,2,1,2,5,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,Digital Signal Processing (DSP) Engineer
2,2,1,1,1,2,2,4,2,1,1,1,2,5,2,1,3,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,Junior Technical Consultant
1,1,2,2,2,2,1,1,1,2,5,1,2,1,2,1,2,5,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,Operating Systems Developer
1,2,1,1,2,2,2,1,2,2,5,1,1,1,2,2,2,3,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,C Programming
1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,5,2,2,2,2,2,2,5,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,Graph Algorithms Engineer
2,2,1,4,5,2,1,5,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,AI Assistant Developer
1,2,1,1,1,2,2,1,2,2,5,2,1,2,1,1,2,5,1,2,5,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,Kernel / Systems Programmer
2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,5,2,5,2,2,2,1,4,2,1,2,2,2,2,1,1,1,1,1,2,1,2,Cloud Engineering Intern
2,2,1,1,2,5,2,5,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,5,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,Computer Vision Engineer
1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,5,5,4,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,Verification Engineer
1,2,1,2,1,1,2,2,1,2,5,2,2,1,2,1,2,4,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,C Programming
1,2,2,2,1,1,2,2,2,1,5,2,2,2,1,1,1,1,2,1,5,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,Device Driver Engineer
1,2,1,2,2,5,2,5,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,5,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,Computer Vision Engineer
1,1,5,1,2,5,1,1,1,5,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,Applied Statistics Specialist
2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,5,5,4,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,Verification Engineer
2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,5,1,1,1,5,1,2,2,5,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,Distributed Systems Engineer
1,2,5,1,1,5,1,2,2,4,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,Statistical Assistant
1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5,2,1,2,2,2,2,1,2,5,5,2,2,1,1,2,1,1,2,1,1,2,1,2,Backend Developer Intern
2,2,2,1,1,4,2,5,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,5,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,Computer Vision Engineer
1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,4,2,1,1,2,1,2,2,2,2,5,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,Junior Database Administrator
2,2,1,2,1,2,1,5,2,2,2,1,2,1,1,2,1,1,1,1,5,1,2,2,2,1,5,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,Big Data Engineer
2,1,1,1,2,2,1,2,4,1,2,1,2,5,1,2,3,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,Technical Product Coordinator
1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,5,2,1,2,1,1,1,5,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,Graph Algorithms Engineer
2,2,5,1,2,1,2,4,4,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,Data Quality Analyst
1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,5,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,UI/UX Designer
2,2,2,2,1,2,1,2,1,1,5,1,1,1,2,2,1,4,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,C Programming
2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,5,2,5,1,1,2,1,1,5,1,1,1,1,2,1,2,2,2,2,2,2,2,2,Rendering Engineer
1,1,5,2,2,1,1,4,4,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,Data Quality Analyst
2,1,1,3,5,2,2,5,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,AI Assistant Developer
1,2,1,2,2,1,1,4,2,5,1,1,1,4,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,Data Processing Specialist
2,1,2,5,2,2,4,5,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,Software Engineering Intern
1,1,5,1,1,5,1,1,1,4,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,Statistical Assistant
2,1,5,1,2,5,1,4,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,Insurance Data Assistant
1,1,2,1,2,2,1,2,5,2,2,1,1,5,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,Technical Workflow Coordinator
1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,4,2,5,2,1,2,1,4,1,1,1,1,2,2,2,2,2,2,2,1,2,1,Cloud Engineering Intern
2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,5,1,2,1,5,2,2,2,5,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,Distributed Systems Engineer
2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,5,5,2,1,1,5,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,High-Performance Computing (HPC) Engineer
2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,5,1,1,1,5,1,1,2,4,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,Distributed Systems Engineer
2,2,1,1,2,2,1,2,1,2,5,1,1,1,1,1,2,5,1,2,5,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,Operating Systems Developer
1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,5,2,5,1,1,1,1,1,2,2,1,1,2,2,2,2,Data Management Assistant
1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,5,5,1,1,2,5,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,High-Performance Computing (HPC) Engineer
1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,5,1,2,2,1,2,2,4,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,Graph Algorithms Engineer
2,1,2,2,1,2,2,4,2,2,2,2,2,5,1,1,3,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,Junior Technical Consultant
1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,5,1,1,5,2,5,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,Systems Engineer
2,1,1,2,2,2,2,1,2,2,5,2,2,1,1,1,1,4,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,C Programming
4,1,5,2,1,5,2,4,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,Data Analyst
2,1,1,1,1,1,2,1,4,2,1,2,2,5,1,1,3,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,Technical Product Coordinator
2,2,2,2,1,1,1,2,1,1,5,1,1,2,1,1,1,5,2,2,5,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,Kernel / Systems Programmer
1,2,2,2,1,2,1,5,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,4,1,2,2,1,1,1,2,2,2,1,1,1,1,QA Automation Engineer (Entry-Level)
1,2,2,1,2,2,1,2,2,2,5,2,2,1,2,1,2,2,2,1,5,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,Device Driver Engineer
2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,5,2,2,2,2,2,1,2,2,5,5,1,1,2,2,2,1,2,2,2,1,2,1,2,Backend Developer Intern
1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,5,2,4,2,2,2,2,2,5,1,1,2,1,2,2,2,1,2,1,1,2,2,2,Graphics Programmer
2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,5,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,UI/UX Designer
2,2,1,2,1,2,1,2,1,2,5,1,1,1,1,1,1,4,1,1,5,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,Operating Systems Developer
1,1,2,2,2,1,1,2,1,1,5,1,2,1,1,2,2,5,1,1,5,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,Kernel / Systems Programmer
1,1,2,1,2,5,2,5,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,5,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,Computer Vision Engineer
1,2,1,2,1,2,1,1,4,1,1,1,2,5,1,1,3,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,Technical Product Coordinator
2,2,1,1,2,2,1,2,4,2,1,2,2,5,2,1,3,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,Technical Product Coordinator
1,2,2,1,1,1,2,5,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,4,1,1,1,1,1,2,2,2,1,2,1,1,2,QA Automation Engineer (Entry-Level)
2,1,2,4,2,1,4,5,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,Junior Python Developer
2,2,2,1,1,2,2,1,1,2,5,2,1,1,1,2,1,4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,C Programming
2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,4,2,5,2,2,1,2,4,1,1,2,1,2,1,1,2,1,1,1,2,1,1,Cloud Engineering Intern
1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,UX Research Assistant
2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,4,5,1,1,1,2,2,1,1,5,2,2,2,2,1,1,2,1,2,1,1,1,1,1,C# Developer
2,2,1,2,2,2,1,5,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,4,2,2,1,2,2,2,2,1,2,2,2,1,2,QA Automation Engineer (Entry-Level)
2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,5,2,1,1,1,1,1,5,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,Graph Algorithms Engineer
2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,5,1,5,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,Linux Support Technician
1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,5,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,Product Design Intern
2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,5,1,5,1,2,2,1,4,1,2,2,2,2,1,2,2,2,1,1,1,1,2,Cloud Engineering Intern
